,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,Educacion_padres,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
664,COL CRISTIANO INTEGRAL,1,1,CUNDINAMARCA,0.0,2.6,3.742857142857143,94.28571428571428,4.0285714285714285,10.457142857142857,39.714285714285715,100.0,91.42857142857143,22.857142857142858,290.0
665,COL CRISTIANO INTEGRAL BETHESDA,1,1,CUNDINAMARCA,0.0,3.3333333333333335,3.6666666666666665,66.66666666666666,2.0,14.0,41.666666666666664,100.0,100.0,0.0,298.0
666,COL CRISTIANO KABOD,1,1,BOGOTÁ,0.0,2.3529411764705883,3.7058823529411766,94.11764705882352,4.9411764705882355,9.882352941176471,33.23529411764706,100.0,94.11764705882352,0.0,296.47058823529414
667,COL CRISTIANO PSICOPEDAG SINAI,1,1,BOGOTÁ,0.0,2.933333333333333,3.6666666666666665,86.66666666666667,3.6,12.6,40.0,100.0,93.33333333333333,20.0,281.26666666666665
668,COL CRISTIANO SEMILLA DE VIDA,1,1,BOGOTÁ,0.0,2.871794871794872,3.6666666666666665,97.43589743589743,5.3076923076923075,12.692307692307692,59.23076923076923,94.87179487179486,97.43589743589743,20.51282051282051,306.97435897435895
669,COL CRISTIANO SEMILLA DE VIDA EDUCACION PARA ADULTOS,1,1,BOGOTÁ,0.0,2.75,2.5,75.0,6.75,4.5,27.5,100.0,50.0,75.0,225.5
670,COL CRISTO REY,1,1,BOGOTÁ,0.0,3.0,3.4705882352941178,82.35294117647058,7.235294117647059,12.0,39.11764705882353,94.11764705882352,88.23529411764706,11.76470588235294,277.47058823529414
671,COL DANILO CIFUENTES,1,1,BOGOTÁ,0.0,2.4375,4.25,79.16666666666666,4.75,13.25,34.166666666666664,95.83333333333334,83.33333333333334,29.166666666666668,252.47916666666666
672,COL DE  CAMBRIDGE,1,0,CUNDINAMARCA,0.0,4.181818181818182,3.2545454545454544,100.0,6.109090909090909,12.872727272727273,57.45454545454545,100.0,98.18181818181819,12.727272727272727,334.6727272727273
673,COL DE ADMON ROBERT OWEN,1,1,BOGOTÁ,0.0,2.2063492063492065,4.174603174603175,65.07936507936508,4.380952380952381,11.80952380952381,31.904761904761905,92.06349206349206,71.42857142857143,25.396825396825395,238.55555555555554
674,COL DE BACHILLERATO ACADEMICO  ROSARISTA,1,1,TOLIMA,0.0,2.5454545454545454,3.5454545454545454,90.9090909090909,4.636363636363637,11.727272727272727,30.0,100.0,90.9090909090909,9.090909090909092,284.54545454545456
675,COL DE BACHILLERATO TÉCNICO COMERCIAL HARGADÓN EL PLACER,1,1,VALLE,0.0,1.8,3.2,90.0,3.9,10.2,22.0,80.0,70.0,20.0,242.0
676,COL DE BTO  ACAD  SINTRAMUNICIPALES,1,1,TOLIMA,0.0,2.0,3.2222222222222223,77.77777777777779,3.0,14.0,29.444444444444443,100.0,100.0,22.22222222222222,258.0
677,COL DE BTO COLEGIATURA COLOMBIANA,1,1,ANTIOQUIA,0.0,4.75,3.3333333333333335,100.0,5.75,13.25,73.75,100.0,100.0,33.33333333333333,301.75
678,COL DE BTO PATRIA,1,1,BOGOTÁ,0.0,3.5826771653543306,3.6929133858267718,99.21259842519686,6.637795275590551,12.566929133858268,64.05511811023622,100.0,95.2755905511811,4.724409448818897,324.37795275590554
679,COL DE BTO. TECNICO EN COMERCIO Y SISTEMAS HEISENBERG,1,1,HUILA,0.0,2.026086956521739,3.8521739130434782,68.69565217391305,5.034782608695652,10.069565217391304,28.08695652173913,86.95652173913044,60.0,51.30434782608696,225.4608695652174
680,COL DE DSLLO SOC PARA LA ATENC INTEG AL JOVEN TALITA CUMI,1,1,ANTIOQUIA,0.0,1.7346938775510203,4.183673469387755,34.69387755102041,3.122448979591837,8.877551020408163,19.897959183673468,71.42857142857143,61.224489795918366,46.93877551020408,206.9387755102041
681,COL DE EDUC BAS SEC Y MEDIA ACAD HEISENBERG,1,1,TOLIMA,0.0,1.6,3.0,40.0,3.0,9.0,27.0,60.0,60.0,100.0,196.8
682,COL DE EDUCACION INTEGRAL ABC,1,1,ANTIOQUIA,0.0,2.8333333333333335,3.5,83.33333333333334,4.75,9.25,34.583333333333336,100.0,58.333333333333336,25.0,232.25
683,COL DE ENSEÑANZA LATINOAMERICANO,1,1,RISARALDA,0.0,2.896551724137931,3.1379310344827585,62.06896551724138,4.551724137931035,11.793103448275861,22.586206896551722,93.10344827586206,68.96551724137932,48.275862068965516,225.06896551724137
684,COL DE FORMACION INTEGRAL MUNDO NUEVO,1,1,BOGOTÁ,0.0,2.7534246575342465,3.493150684931507,93.15068493150685,6.2465753424657535,12.246575342465754,43.49315068493151,100.0,84.93150684931507,13.698630136986301,289.4931506849315
685,COL DE FORMACION INTEGRAL SEMBRADORES DE PAZ,1,1,CUNDINAMARCA,0.0,2.4444444444444446,4.111111111111111,83.33333333333334,6.333333333333333,8.333333333333334,68.05555555555556,100.0,94.44444444444444,27.77777777777778,316.6111111111111
686,COL DE FORMACION INTEGRAL VIRGEN DE LA PEÑA,1,1,BOGOTÁ,0.0,2.3442622950819674,3.9672131147540983,75.40983606557377,4.155737704918033,10.795081967213115,43.19672131147541,93.44262295081968,88.52459016393442,27.049180327868854,259.344262295082
687,COL DE LA COMPANIA DE MARIA,1,1,ANTIOQUIA,0.0,5.072727272727272,2.963636363636364,98.18181818181819,4.2,11.018181818181818,60.90909090909091,100.0,94.54545454545455,1.8181818181818181,330.1636363636364
688,COL DE LA ENSEÑANZA,1,1,BOGOTÁ,3.125,4.3125,3.1875,100.0,5.4375,12.421875,52.34375,100.0,96.875,14.0625,326.546875
689,COL DE LA INMACULADA,1,1,ANTIOQUIA,0.0,3.8493150684931505,3.164383561643836,95.8904109589041,6.821917808219178,12.534246575342467,41.23287671232877,98.63013698630137,95.8904109589041,5.47945205479452,308.28767123287673
690,COL DE LA PRESENTACION,1,1,CUNDINAMARCA,0.0,3.4444444444444446,2.925925925925926,81.48148148148148,6.777777777777778,10.666666666666666,48.51851851851852,100.0,85.18518518518519,11.11111111111111,282.18518518518516
691,COL DE LA PRESENTACION,1,1,HUILA,0.0,2.72972972972973,3.4324324324324325,97.2972972972973,6.972972972972973,10.45945945945946,49.5945945945946,100.0,81.08108108108108,2.7027027027027026,343.43243243243245
692,COL DE LA PRESENTACION - MEDELLIN,1,1,ANTIOQUIA,0.0,3.8,3.12,96.0,6.48,13.68,46.4,98.0,90.0,6.0,290.94
693,COL DE LA PRESENTACION DE FATIMA,1,1,BOGOTÁ,0.0,2.72972972972973,3.810810810810811,97.2972972972973,5.351351351351352,12.567567567567568,38.648648648648646,97.2972972972973,83.78378378378379,13.513513513513514,289.18918918918916
694,COL DE LA PRESENTACION LAS FERIAS,1,1,BOGOTÁ,0.0,2.8979591836734695,3.7755102040816326,83.6734693877551,6.244897959183674,11.510204081632653,45.204081632653065,95.91836734693877,79.59183673469387,22.448979591836736,284.9387755102041
695,COL DE LA PRESENTACION SANS FACON,1,1,BOGOTÁ,0.0,3.911764705882353,3.588235294117647,98.52941176470588,4.9411764705882355,11.294117647058824,64.11764705882354,100.0,95.58823529411765,8.823529411764707,324.13235294117646
696,COL DE LA PRESENTACION UBATE,1,1,CUNDINAMARCA,0.0,2.7567567567567566,3.6486486486486487,97.2972972972973,4.297297297297297,12.162162162162161,50.4054054054054,98.64864864864865,86.48648648648648,17.56756756756757,292.2027027027027
697,COL DE LA REINA,1,1,BOGOTÁ,0.0,2.813953488372093,3.883720930232558,81.3953488372093,5.441860465116279,11.930232558139535,42.44186046511628,95.34883720930233,90.69767441860465,32.55813953488372,280.7674418604651
698,COL DE LA SALLE,1,1,BOGOTÁ,0.0,4.161290322580645,3.4946236559139785,97.84946236559139,5.838709677419355,12.741935483870968,63.81720430107527,100.0,95.6989247311828,7.526881720430108,339.5698924731183
699,COL DE LA SGDA FAMILIA,1,1,CORDOBA,8.47457627118644,2.6440677966101696,3.6440677966101696,98.30508474576271,6.3559322033898304,11.186440677966102,32.54237288135593,88.13559322033898,61.016949152542374,10.16949152542373,298.93220338983053
700,COL DE LAS AMERICAS,1,1,SANTANDER,0.0,3.0,3.56,92.0,5.88,11.52,34.2,88.0,76.0,20.0,308.92
701,COL DE LOS ANDES,1,1,BOGOTÁ,1.1627906976744187,2.9069767441860463,3.488372093023256,90.69767441860465,5.093023255813954,12.313953488372093,44.651162790697676,97.67441860465115,94.18604651162791,16.27906976744186,289.6162790697674
702,COL DE LOS ANGELES,1,1,BOGOTÁ,0.0,2.8461538461538463,3.4615384615384617,92.3076923076923,7.615384615384615,12.23076923076923,66.15384615384616,100.0,84.61538461538461,7.6923076923076925,331.84615384615387
703,COL DE LOS PENSIONADOS DE LA POLICIA NACIONAL ESPERANZA Y PAZ (COOPEPAZ),1,1,ATLANTICO,0.0,2.4,3.8,100.0,5.7,7.8,21.0,90.0,60.0,30.0,244.8
704,COL DE MARIA,1,1,ANTIOQUIA,0.0,2.375,3.5,93.75,5.0625,11.8125,33.125,100.0,93.75,12.5,304.3125
705,COL DE MARIA ANGELA,1,0,CUNDINAMARCA,0.0,5.0,3.1333333333333333,100.0,5.6,14.8,71.66666666666667,100.0,100.0,6.666666666666667,322.2
706,COL DE MARIA AUXILIADORA,1,1,BOGOTÁ,2.380952380952381,3.2142857142857144,3.380952380952381,97.61904761904762,4.857142857142857,10.357142857142858,55.595238095238095,100.0,97.61904761904762,4.761904761904762,326.73809523809524
707,COL DE NSTRA SRA DE LA PRESENTACION CENTRO,1,1,BOGOTÁ,0.0,3.2941176470588234,3.3865546218487395,99.15966386554622,4.61344537815126,13.285714285714286,55.42016806722689,100.0,92.43697478991596,9.243697478991598,308.69747899159665
708,COL DE NSTRA SRA DEL BUEN CONSEJO,1,1,BOGOTÁ,0.0,4.333333333333333,3.074074074074074,100.0,5.222222222222222,12.0,60.55555555555556,100.0,98.14814814814815,3.7037037037037033,321.22222222222223
709,COL DE NSTRA SRA DEL PERPETUO SOCORRO,1,1,BOGOTÁ,0.0,2.68,3.32,92.0,5.76,12.96,29.4,100.0,92.0,8.0,294.64
710,COL DE NSTRA SRA DEL PILAR SUR,1,1,BOGOTÁ,0.0,2.8588235294117648,3.7058823529411766,96.47058823529412,5.470588235294118,11.152941176470588,54.411764705882355,100.0,92.94117647058823,12.941176470588237,295.90588235294115
711,COL DE NSTRA SRA DEL ROSARIO,1,1,BOGOTÁ,0.0,3.1463414634146343,3.5365853658536586,96.34146341463415,6.2560975609756095,12.109756097560975,54.51219512195122,100.0,98.78048780487805,4.878048780487805,330.7682926829268
712,COL DE SALERNO,1,1,BOGOTÁ,0.0,2.45,4.3,80.0,4.35,10.95,35.25,100.0,85.0,25.0,247.9
713,COL DEL BOSQUE,1,1,BOGOTÁ,0.0,3.5555555555555554,3.2222222222222223,100.0,7.333333333333333,12.666666666666666,69.44444444444444,100.0,100.0,0.0,321.55555555555554
714,COL DEL INMACULADO CORAZON DE MARIA - FRANCISCANAS DE M.I.-PEREIRA,1,0,RISARALDA,0.0,4.2,2.76,100.0,5.28,11.76,54.0,96.0,88.0,8.0,297.32
715,COL DEL ROSARIO DE SANTO DOMINGO,1,1,BOGOTÁ,0.0,3.830508474576271,3.0677966101694913,100.0,5.5423728813559325,12.559322033898304,62.03389830508475,100.0,98.30508474576271,8.47457627118644,326.66101694915255
716,COL DEL ROSARIO ZIPAQUIRA,1,1,CUNDINAMARCA,0.0,2.8,4.4,90.0,4.8,10.8,48.0,95.0,75.0,20.0,287.55
717,COL DEL SAGRADO CORAZON DE JESUS,1,1,SANTANDER,0.0,3.5833333333333335,3.5555555555555554,94.44444444444444,5.25,11.666666666666666,46.388888888888886,100.0,86.11111111111111,8.333333333333332,344.0
718,COL DEL SAGRADO CORAZON DE JESUS BETHLEMITAS,1,1,BOGOTÁ,0.0,3.893617021276596,3.148936170212766,100.0,5.840425531914893,12.287234042553191,61.223404255319146,100.0,95.74468085106383,6.382978723404255,329.47872340425533
719,COL DEL SANTISIMO ROSARIO,1,1,BOGOTÁ,0.0,2.3846153846153846,3.6153846153846154,84.61538461538461,3.923076923076923,8.538461538461538,37.30769230769231,100.0,92.3076923076923,23.076923076923077,289.6923076923077
720,COL DEL SANTISIMO SACRAMENTO,1,1,BOGOTÁ,0.0,3.0,4.333333333333333,93.33333333333333,6.0,12.6,50.666666666666664,100.0,66.66666666666666,0.0,302.46666666666664
721,COL DEL SANTO ANGEL,1,1,BOGOTÁ,8.333333333333332,3.75,3.3333333333333335,100.0,5.0,13.25,68.75,100.0,100.0,0.0,328.0833333333333
722,COL DIOCESANO DE LA ASUNCION,1,1,CUNDINAMARCA,0.0,2.272727272727273,3.727272727272727,63.63636363636363,5.454545454545454,10.363636363636363,43.18181818181818,100.0,81.81818181818183,18.181818181818183,292.90909090909093
723,COL DIOCESANO JUAN PABLO II,1,1,CORDOBA,2.1739130434782608,2.217391304347826,4.130434782608695,97.82608695652173,6.391304347826087,13.108695652173912,39.45652173913044,95.65217391304348,80.43478260869566,17.391304347826086,309.8695652173913
724,COL DIOCESANO MONSEÑOR PACHECO,1,1,NORTE SANTANDER,0.0,2.375,3.25,100.0,4.125,9.75,27.5,100.0,75.0,25.0,240.875
725,COL DIOCESANO PABLO VI,1,1,CORDOBA,3.3333333333333335,2.066666666666667,3.933333333333333,96.66666666666667,7.6,11.5,48.666666666666664,96.66666666666667,76.66666666666667,20.0,298.3666666666667
726,COL DIVINO NIÑO,1,1,CUNDINAMARCA,0.0,2.533333333333333,3.4,80.0,5.4,10.8,29.666666666666668,86.66666666666667,73.33333333333333,40.0,272.93333333333334
727,COL DIVINO SALVADOR,1,1,ANTIOQUIA,4.878048780487805,3.317073170731707,3.292682926829268,95.1219512195122,4.463414634146342,11.487804878048781,32.926829268292686,97.5609756097561,87.8048780487805,9.75609756097561,290.7073170731707
728,COL DIVINO SALVADOR,1,1,BOGOTÁ,0.0,3.7333333333333334,3.2222222222222223,100.0,6.133333333333334,12.333333333333334,55.44444444444444,100.0,88.88888888888889,11.11111111111111,304.15555555555557
729,COL DOMINGO FAUSTINO SARMIENTO,1,0,CORDOBA,0.0,1.4782608695652173,3.6956521739130435,95.65217391304348,6.0,9.91304347826087,34.78260869565217,95.65217391304348,60.86956521739131,34.78260869565217,254.34782608695653
730,COL DPTAL NARCISO JOSE MATUS TORRES,0,1,META,0.0,1.5833333333333333,3.8,55.00000000000001,3.95,9.0,23.916666666666668,65.0,66.66666666666666,28.333333333333332,260.71666666666664
731,COL DULCE CORAZON DE MARIA,1,1,BOYACA,0.0,2.85,3.3,85.0,4.35,13.8,42.25,90.0,80.0,40.0,285.15
732,COL EDMUNDO VELASQUEZ,0,0,NORTE SANTANDER,0.0,1.65,4.6,35.0,3.45,6.75,14.25,30.0,25.0,50.0,236.4
733,COL EDUARDO COTE LAMUS,0,1,NORTE SANTANDER,0.0,1.68,4.44,48.0,4.8,7.2,18.8,40.0,44.0,28.000000000000004,222.68
734,COL EDUARDO MENDOZA VARELA,1,1,BOYACA,0.0,2.5,5.0,50.0,3.0,6.0,55.0,100.0,0.0,100.0,206.5
735,COL EDUARDO ORTEGA ARANGO,1,1,ANTIOQUIA,0.0,2.5,3.5454545454545454,77.27272727272727,3.6818181818181817,12.136363636363637,25.227272727272727,86.36363636363636,54.54545454545454,27.27272727272727,230.1818181818182
736,COL EDUARDO SANTOS,1,1,CUNDINAMARCA,0.0,1.6666666666666667,2.6666666666666665,66.66666666666666,1.5,12.0,17.5,66.66666666666666,83.33333333333334,50.0,199.5
737,COL EDUC ACADEMICO CERVANTES,1,1,NORTE SANTANDER,0.0,1.7142857142857142,4.071428571428571,42.857142857142854,3.3214285714285716,8.142857142857142,24.107142857142858,50.0,35.714285714285715,64.28571428571429,215.07142857142858
738,COL EDUC FORMAL POR CICLOS ADULTOS COLOMBO BRITANICO,1,1,NORTE SANTANDER,0.0,2.7027027027027026,3.5945945945945947,75.67567567567568,3.72972972972973,11.675675675675675,26.89189189189189,86.48648648648648,75.67567567567568,59.45945945945946,239.1891891891892
739,COL EGIO MARIA VICTORIA,1,1,ATLANTICO,0.0,3.6666666666666665,3.6666666666666665,100.0,8.0,14.0,40.0,100.0,100.0,0.0,205.33333333333334
740,COL EL CARMELO,1,1,BOGOTÁ,6.8181818181818175,3.590909090909091,3.227272727272727,100.0,6.954545454545454,12.75,69.54545454545455,100.0,97.72727272727273,15.909090909090908,302.0681818181818
741,COL EL CARMEN TERESIANO,1,1,BOGOTÁ,0.0,2.7532467532467533,3.675324675324675,96.1038961038961,6.194805194805195,11.142857142857142,50.97402597402598,97.40259740259741,87.01298701298701,11.688311688311687,302.16883116883116
742,COL EL CARMEN TERESIANO,1,1,NORTE SANTANDER,0.0,3.7333333333333334,3.466666666666667,100.0,6.5,11.5,63.333333333333336,96.66666666666667,100.0,6.666666666666667,339.93333333333334
743,COL EL DIVINO ECCE HOMO,1,1,VALLE,0.0,2.5,3.3333333333333335,100.0,5.5,10.5,19.166666666666668,100.0,50.0,33.33333333333333,266.8333333333333
744,COL EL DUQUE DE RIVAS,1,1,BOGOTÁ,0.0,2.4482758620689653,3.896551724137931,86.20689655172413,4.862068965517241,9.310344827586206,47.58620689655172,100.0,82.75862068965517,34.48275862068966,300.8965517241379
745,COL EL ESCORIAL,1,1,BOGOTÁ,0.0,2.5454545454545454,3.727272727272727,72.72727272727273,3.6818181818181817,13.636363636363637,34.54545454545455,90.9090909090909,81.81818181818183,9.090909090909092,252.86363636363637
746,COL EL GRAN BRITALIA,1,1,BOGOTÁ,0.0,2.111111111111111,4.333333333333333,77.77777777777779,7.333333333333333,15.666666666666666,33.888888888888886,100.0,88.88888888888889,33.33333333333333,235.66666666666666
747,COL EL MINUTO DE DIOS,1,1,BOGOTÁ,0.0,3.0974025974025974,3.5194805194805197,96.75324675324676,4.48051948051948,12.954545454545455,48.66883116883117,100.0,95.45454545454545,14.285714285714285,303.2857142857143
748,COL EL MINUTO DE DIOS SIGLO XXI,1,1,BOGOTÁ,0.0,3.25,3.6,97.5,5.625,11.175,52.5,100.0,95.0,7.5,321.425
749,COL EL NINO JESUS,1,1,BOLIVAR,0.0,2.111111111111111,3.888888888888889,88.88888888888889,6.833333333333333,12.0,42.5,77.77777777777779,72.22222222222221,11.11111111111111,268.05555555555554
750,COL EL ROSARIO,1,1,CUNDINAMARCA,0.0,2.0,4.0,50.0,1.5,12.0,37.5,100.0,100.0,0.0,290.0
751,COL EL ROSARIO,1,1,SANTANDER,0.0,4.155555555555556,3.888888888888889,97.77777777777777,6.733333333333333,12.133333333333333,66.22222222222223,100.0,91.11111111111111,4.444444444444445,350.6222222222222
752,COL EL SE?OR COL THE LORD COLLEGE,1,1,ANTIOQUIA,0.0,4.0,4.0,100.0,0.0,6.0,10.0,100.0,100.0,0.0,223.5
753,COL ELISA BORRERO DE PASTRANA,1,1,BOGOTÁ,1.0309278350515463,2.8969072164948453,3.536082474226804,96.90721649484536,5.783505154639175,12.24742268041237,42.68041237113402,98.96907216494846,91.75257731958763,17.525773195876287,286.17525773195877
754,COL EMANUEL,1,1,VALLE,0.0,2.05,2.8,80.0,4.5,12.0,37.75,90.0,60.0,10.0,306.35
755,COL EMAUS,1,1,ANTIOQUIA,0.0,1.9024390243902438,3.341463414634146,90.2439024390244,5.2682926829268295,12.731707317073171,31.585365853658537,95.1219512195122,80.48780487804879,12.195121951219512,263.7560975609756
756,COL EMILIA RIQUELME,1,1,ANTIOQUIA,0.0,2.4444444444444446,4.0,100.0,5.333333333333333,12.0,33.05555555555556,100.0,83.33333333333334,0.0,264.55555555555554
757,COL EMILIANO SANTIAGO QUINTERO,0,1,NORTE SANTANDER,0.0,1.425531914893617,3.893617021276596,34.04255319148936,4.085106382978723,6.829787234042553,15.74468085106383,31.914893617021278,44.680851063829785,40.42553191489361,252.14893617021278
758,COL EMILIO SOTOMAYOR LUQUE,1,0,CUNDINAMARCA,0.0,2.8095238095238093,3.5714285714285716,100.0,4.857142857142857,12.571428571428571,40.23809523809524,100.0,100.0,14.285714285714285,279.0952380952381
759,COL EMILIO VALENZUELA,1,1,BOGOTÁ,0.0,4.017543859649122,3.3859649122807016,100.0,4.0,13.263157894736842,63.68421052631579,100.0,98.24561403508771,5.263157894736842,326.50877192982455
760,COL EMMANUEL D ALZON,1,1,BOGOTÁ,0.0,4.0576923076923075,3.3461538461538463,100.0,4.153846153846154,12.346153846153847,63.26923076923077,98.07692307692307,96.15384615384616,9.615384615384617,337.4230769230769
761,COL EMPRESARIAL DE LOS ANDES,1,1,HUILA,0.0,3.0454545454545454,3.6363636363636362,100.0,3.5454545454545454,11.045454545454545,47.5,100.0,81.81818181818183,13.636363636363635,285.22727272727275
762,COL EMPRESARIAL EDUCATIVO - CEMPED,1,1,ANTIOQUIA,0.0,2.230769230769231,3.6923076923076925,50.0,3.269230769230769,10.73076923076923,24.03846153846154,75.64102564102564,67.94871794871796,48.717948717948715,202.02564102564102
763,COL EMPRESARIAL LOS ANDES,1,1,CUNDINAMARCA,0.0,2.909090909090909,3.727272727272727,81.81818181818183,6.818181818181818,9.272727272727273,53.18181818181818,100.0,100.0,9.090909090909092,304.3636363636364
764,COL ENRIQUE PARDO FARELO,0,1,NORTE SANTANDER,0.0,1.6046511627906976,4.162790697674419,48.837209302325576,4.255813953488372,7.953488372093023,21.046511627906977,30.23255813953488,44.18604651162791,30.23255813953488,237.8139534883721
765,COL ESPIRITU SANTO,1,1,MAGDALENA,0.0,3.076923076923077,4.384615384615385,100.0,9.461538461538462,13.846153846153847,35.76923076923077,100.0,61.53846153846154,0.0,260.84615384615387
766,COL ESPIRITU SANTO,1,1,NORTE SANTANDER,0.0,1.631578947368421,4.473684210526316,63.1578947368421,5.368421052631579,9.473684210526315,23.94736842105263,68.42105263157895,57.89473684210527,26.31578947368421,242.52631578947367
767,COL ESTRADA DE MARIA AUXILIADORA,1,1,BOGOTÁ,4.166666666666666,2.875,3.3333333333333335,95.83333333333334,3.875,11.875,44.166666666666664,100.0,83.33333333333334,12.5,281.5
768,COL ESTUDIAR AULA SIN FRONTERAS,1,1,NARIÑO,0.0,2.076923076923077,3.871794871794872,79.48717948717949,4.538461538461538,8.846153846153847,32.43589743589744,94.87179487179486,66.66666666666666,41.02564102564102,249.53846153846155
769,COL EUCARISTICO,1,1,BOGOTÁ,0.0,3.6666666666666665,3.4444444444444446,100.0,7.222222222222222,13.333333333333334,54.44444444444444,100.0,92.5925925925926,3.7037037037037033,311.3703703703704
770,COL EUCARISTICO DE LA MILAGROSA,1,1,ANTIOQUIA,0.0,2.914285714285714,3.1714285714285713,91.42857142857143,7.114285714285714,12.942857142857143,34.0,88.57142857142857,71.42857142857143,11.428571428571429,272.9428571428571
771,COL EUCARISTICO MARIA DEL REFUGIO,1,1,TOLIMA,0.0,3.6,3.24,96.0,9.6,12.6,54.4,100.0,92.0,12.0,287.0
772,COL EUCARISTICO MERCEDARIO,1,1,BOGOTÁ,0.0,3.097560975609756,3.1463414634146343,90.2439024390244,6.878048780487805,12.365853658536585,53.78048780487805,100.0,90.2439024390244,12.195121951219512,307.3658536585366
773,COL EUSTORGIO COLMENARES BAPTISTA,0,1,NORTE SANTANDER,2.1505376344086025,1.5591397849462365,4.505376344086022,46.236559139784944,4.741935483870968,8.870967741935484,20.107526881720432,65.59139784946237,46.236559139784944,20.43010752688172,249.11827956989248
774,COL FCO DE SAN LUIS BELTRAN,1,1,MAGDALENA,0.0,3.788235294117647,3.6588235294117646,97.6470588235294,4.8352941176470585,14.152941176470588,42.35294117647059,97.6470588235294,92.94117647058823,15.294117647058824,291.8705882352941
775,COL FE Y ALEGRIA FRAY LUIS AMIGÓ,1,1,VALLE,0.0,1.1666666666666667,3.4166666666666665,87.5,5.0,10.125,20.0,91.66666666666666,58.333333333333336,12.5,239.95833333333334
776,COL FE Y ESPERANZA MISION PANAMERICANA,1,1,VALLE,0.0,2.857142857142857,3.857142857142857,100.0,6.428571428571429,12.0,40.714285714285715,100.0,85.71428571428571,28.57142857142857,256.85714285714283
777,COL FERNANDO V DE ARAGON Y CASTILLA,1,1,BOGOTÁ,0.0,3.0,4.076923076923077,100.0,3.923076923076923,14.307692307692308,44.23076923076923,100.0,76.92307692307693,0.0,261.0
778,COL FERVAN,1,1,BOGOTÁ,0.0,3.03125,3.625,87.5,6.09375,11.15625,51.5625,100.0,87.5,15.625,309.40625
779,COL FILIPENSE NUESTRA SRA DE LA ESPERANZA,1,1,NARIÑO,0.0,3.0634920634920637,3.253968253968254,100.0,5.476190476190476,11.095238095238095,48.333333333333336,96.82539682539682,84.12698412698413,14.285714285714285,304.1587301587302
780,COL FONTAN,1,0,CUNDINAMARCA,0.0,4.823529411764706,3.4705882352941178,100.0,6.0,11.470588235294118,72.6470588235294,100.0,100.0,23.52941176470588,301.4117647058824
781,COL FONTAN,1,1,ANTIOQUIA,0.0,4.733333333333333,3.0,100.0,6.2,13.0,70.0,100.0,100.0,26.666666666666668,339.73333333333335
782,COL FRANCISCANO DEL VIRREY SOLIS,1,1,BOGOTÁ,0.0,4.0181818181818185,3.5090909090909093,98.18181818181819,4.418181818181818,11.018181818181818,57.09090909090909,100.0,96.36363636363636,16.363636363636363,324.09090909090907
783,COL FRANCISCO FERNANDEZ DE CONTRERAS,0,1,NORTE SANTANDER,0.0,1.8476190476190477,3.857142857142857,77.14285714285715,6.428571428571429,8.885714285714286,34.76190476190476,80.95238095238095,63.8095238095238,26.666666666666668,293.54285714285714
784,COL FRANCISCO JIMENEZ DE CISNEROS,1,1,TOLIMA,0.0,3.5194805194805197,3.207792207792208,98.7012987012987,3.311688311688312,12.584415584415584,40.38961038961039,100.0,90.9090909090909,5.194805194805195,306.57142857142856
785,COL FRANCISCO JOSE DE CALDAS,0,1,NORTE SANTANDER,0.7692307692307693,1.646153846153846,4.1692307692307695,57.692307692307686,5.1,10.223076923076922,24.23076923076923,79.23076923076923,57.692307692307686,20.0,271.10769230769233
786,COL FRANCISCO JOSE DE CALDAS,1,1,CUNDINAMARCA,0.0,2.8333333333333335,3.5555555555555554,83.33333333333334,5.0,13.5,45.0,100.0,100.0,27.77777777777778,300.44444444444446
787,COL FRANCISCO REDONDO PONCE DE LEON,1,1,VALLE,0.0,2.0,2.0,100.0,3.0,7.5,37.5,100.0,50.0,50.0,221.0
788,COL FRAY BARTOLOME DE LAS CASAS,1,1,NORTE SANTANDER,0.0,3.7333333333333334,3.933333333333333,100.0,4.2,13.2,37.0,93.33333333333333,86.66666666666667,33.33333333333333,267.6666666666667
