,COLE_NOMBRE_ESTABLECIMIENTO,COLE_NATURALEZA,COLE_AREA_UBICACION,COLE_DEPTO_UBICACION,ESTU_TIENEETNIA,FAMI_ESTRATOVIVIENDA,FAMI_PERSONASHOGAR,Educacion_padres,ESTU_DEDICACIONLECTURADIARIA,ESTU_DEDICACIONINTERNET,FAMI_NUMLIBROS,conectividad,alimentacion,ESTU_HORASSEMANATRABAJA,PUNT_GLOBAL
9165,INSTITUTO EDUCATIVO CETEL,1,1,META,0.0,1.6666666666666667,3.7142857142857144,50.0,4.142857142857143,6.571428571428571,20.833333333333332,61.904761904761905,61.904761904761905,52.38095238095239,210.83333333333334
9166,INSTITUTO EDUCATIVO CETEL CASTILLA LA NUEVA E.U.,1,1,META,0.0,1.6451612903225807,3.3225806451612905,41.935483870967744,3.4838709677419355,7.064516129032258,22.096774193548388,64.51612903225806,54.83870967741935,70.96774193548387,200.1290322580645
9167,INSTITUTO EDUCATIVO COLOSINA,1,1,CORDOBA,0.0,1.0,5.0,0.0,7.5,3.0,55.0,0.0,0.0,100.0,205.5
9168,INSTITUTO EDUCATIVO COMERCIAL INEC,1,1,CUNDINAMARCA,0.0,2.5714285714285716,3.5714285714285716,71.42857142857143,2.5714285714285716,10.714285714285714,42.142857142857146,100.0,71.42857142857143,14.285714285714285,200.71428571428572
9169,INSTITUTO EDUCATIVO CRISTIANO COLOMBO AMERICANO,1,1,BOLIVAR,0.0,2.0,4.428571428571429,71.42857142857143,6.857142857142857,10.714285714285714,41.42857142857143,71.42857142857143,57.14285714285714,28.57142857142857,224.57142857142858
9170,INSTITUTO EDUCATIVO DEL SAN JORGE,1,1,CORDOBA,0.0,1.4,4.2,20.0,3.0,3.0,13.0,40.0,20.0,20.0,184.6
9171,INSTITUTO EDUCATIVO DEPARTAMENTAL ANTONIO NARINO,0,1,CUNDINAMARCA,0.0,1.6935483870967742,3.870967741935484,48.38709677419355,3.8225806451612905,8.419354838709678,23.467741935483872,54.83870967741935,64.51612903225806,46.774193548387096,228.67741935483872
9172,INSTITUTO EDUCATIVO DISTRITAL CIUDADELA 20 DE JULIO,0,1,ATLANTICO,0.0,1.9390243902439024,4.2682926829268295,85.36585365853658,4.865853658536586,11.597560975609756,25.24390243902439,80.48780487804879,65.85365853658537,24.390243902439025,246.64634146341464
9173,INSTITUTO EDUCATIVO HAPPY WORD,1,1,MAGDALENA,0.0,1.5714285714285714,4.285714285714286,100.0,9.0,9.214285714285714,46.07142857142857,92.85714285714286,78.57142857142857,21.428571428571427,293.0
9174,INSTITUTO EDUCATIVO HUMANISTA,1,1,RISARALDA,0.0,2.48,3.24,68.0,3.48,7.32,30.2,80.0,60.0,44.0,223.52
9175,INSTITUTO EDUCATIVO JORGE ISAAC,1,1,GUAVIARE,0.0,1.5357142857142858,4.0,32.142857142857146,5.785714285714286,6.535714285714286,18.571428571428573,39.285714285714285,60.71428571428571,71.42857142857143,194.96428571428572
9176,INSTITUTO EDUCATIVO JUNIOR,1,1,VALLE,100.0,1.3333333333333333,4.333333333333333,33.33333333333333,3.0,5.0,15.0,0.0,100.0,66.66666666666666,194.66666666666666
9177,INSTITUTO EDUCATIVO LA ESPERANZA,1,0,CORDOBA,0.0,2.4545454545454546,4.454545454545454,72.72727272727273,4.090909090909091,9.818181818181818,16.363636363636363,81.81818181818183,81.81818181818183,27.27272727272727,238.45454545454547
9178,INSTITUTO EDUCATIVO LIDERES DEL FUTURO,1,1,NORTE SANTANDER,0.0,2.0,3.0,100.0,6.0,6.0,10.0,100.0,100.0,0.0,218.0
9179,INSTITUTO EDUCATIVO LUISEG,1,1,NARIÑO,0.0,1.3,4.0,30.0,6.0,5.7,18.5,10.0,50.0,40.0,218.9
9180,INSTITUTO EDUCATIVO MARÍA MONTESSORI,1,1,LA GUAJIRA,50.0,2.15,4.0,95.0,6.45,6.6,31.75,85.0,45.0,5.0,312.2
9181,INSTITUTO EDUCATIVO NUEVOS COMIENZOS,1,1,CALDAS,0.0,2.12,4.12,52.0,4.32,9.48,24.2,64.0,64.0,68.0,195.44
9182,INSTITUTO EDUCATIVO SAN JOSE OBRERO,1,1,TOLIMA,0.0,1.9333333333333333,3.8,80.0,4.6,7.4,13.0,46.666666666666664,60.0,33.33333333333333,251.0
9183,INSTITUTO EDUCATIVO SAN RAFAEL,1,1,ATLANTICO,0.0,2.210526315789474,3.9473684210526314,73.68421052631578,7.105263157894737,13.578947368421053,26.31578947368421,100.0,78.94736842105263,31.57894736842105,236.6315789473684
9184,INSTITUTO EDUCATIVO SEMBRANDO ALTERNATIVAS,1,1,RISARALDA,0.0,2.9,3.5,70.0,5.1,10.95,16.75,100.0,80.0,65.0,224.6
9185,INSTITUTO EDUCATIVO TECNOCIENCIAS REGIÓN CARIBE,1,1,BOLIVAR,0.0,2.8088235294117645,3.911764705882353,94.11764705882352,3.7941176470588234,13.720588235294118,30.58823529411765,92.64705882352942,73.52941176470588,23.52941176470588,216.7941176470588
9186,INSTITUTO EDUCATIVO YORKMAY,1,1,MAGDALENA,0.0,1.8333333333333333,4.333333333333333,50.0,2.5,7.0,15.0,66.66666666666666,66.66666666666666,50.0,172.16666666666666
9187,INSTITUTO EDUNORTE CUCUTA,1,1,NORTE SANTANDER,0.0,2.0,4.090909090909091,45.45454545454545,4.363636363636363,11.727272727272727,21.363636363636363,72.72727272727273,63.63636363636363,63.63636363636363,241.27272727272728
9188,INSTITUTO EL PARAISO,1,1,CORDOBA,0.0,1.6842105263157894,4.2631578947368425,15.789473684210526,3.789473684210526,6.473684210526316,16.05263157894737,26.31578947368421,36.84210526315789,73.68421052631578,188.0
9189,INSTITUTO EL ROBLE,1,1,BOGOTÁ,0.0,3.5652173913043477,2.9130434782608696,86.95652173913044,4.956521739130435,12.782608695652174,45.21739130434783,100.0,82.6086956521739,26.08695652173913,271.60869565217394
9190,INSTITUTO EL ROSARIO,1,1,CUNDINAMARCA,0.0,2.4285714285714284,3.7142857142857144,50.0,4.285714285714286,9.428571428571429,35.0,100.0,92.85714285714286,78.57142857142857,234.5
9191,INSTITUTO EMPRESARIAL GABRIELA MISTRAL,0,1,SANTANDER,0.0,2.3852459016393444,3.819672131147541,86.0655737704918,6.639344262295082,10.647540983606557,33.60655737704918,96.72131147540983,77.04918032786885,13.934426229508196,299.9672131147541
9192,INSTITUTO ESCALEMOS,1,1,ATLANTICO,0.0,2.75,4.0,87.5,7.5,10.5,36.25,100.0,75.0,37.5,244.375
9193,INSTITUTO ESTUDIANTIL REGIONAL INTER,1,1,NORTE SANTANDER,0.0,1.661764705882353,3.735294117647059,39.705882352941174,4.014705882352941,8.558823529411764,21.61764705882353,42.64705882352941,64.70588235294117,64.70588235294117,211.35294117647058
9194,INSTITUTO FORMATES,1,1,BOGOTÁ,0.0,1.0,3.0,0.0,0.0,3.0,25.0,100.0,0.0,0.0,183.0
9195,INSTITUTO FRANCESCO PETRARCA,1,1,BOYACA,0.0,2.0,3.0,28.57142857142857,3.4285714285714284,8.571428571428571,16.428571428571427,71.42857142857143,42.857142857142854,71.42857142857143,218.0
9196,INSTITUTO FRANCESCO PETRARCA,1,1,CUNDINAMARCA,0.0,1.9078947368421053,3.736842105263158,59.210526315789465,3.75,8.25,20.32894736842105,76.31578947368422,65.78947368421053,59.210526315789465,208.6578947368421
9197,INSTITUTO FRANCISCO JOSE DE CALDAS,1,1,CESAR,0.0,2.1,4.6,90.0,6.6,10.5,28.0,90.0,80.0,20.0,287.7
9198,INSTITUTO FREINET,1,1,SUCRE,10.526315789473683,2.210526315789474,3.4210526315789473,94.73684210526315,6.473684210526316,9.473684210526315,40.526315789473685,63.1578947368421,47.368421052631575,31.57894736842105,299.05263157894734
9199,INSTITUTO GABRIEL GARCIA,1,1,MAGDALENA,0.0,2.111111111111111,3.6666666666666665,66.66666666666666,4.666666666666667,9.666666666666666,25.555555555555557,100.0,88.88888888888889,22.22222222222222,236.11111111111111
9200,INSTITUTO GABRIEL GARCIA MARQUEZ,0,1,SANTANDER,0.0,2.1463414634146343,4.024390243902439,60.97560975609756,4.317073170731708,9.512195121951219,25.0,82.92682926829268,65.85365853658537,19.51219512195122,269.4634146341463
9201,INSTITUTO GABRIEL GARCIA MARQUEZ,1,0,NARIÑO,100.0,2.5,4.0,50.0,5.1,7.5,13.0,50.0,50.0,50.0,188.6
9202,INSTITUTO GABRIEL GARCÍA MÁRQUEZ - GAMMA,1,1,ARAUCA,0.0,2.0833333333333335,4.0,50.0,3.0,6.5,19.166666666666668,58.333333333333336,16.666666666666664,50.0,214.41666666666666
9203,INSTITUTO GABRIELA MISTRAL,1,1,MAGDALENA,0.0,2.1666666666666665,3.6666666666666665,100.0,8.5,10.5,21.666666666666668,66.66666666666666,50.0,16.666666666666664,217.66666666666666
9204,INSTITUTO GARDNER,1,1,LA GUAJIRA,50.0,2.25,3.8333333333333335,100.0,4.0,11.0,35.833333333333336,100.0,75.0,16.666666666666664,259.8333333333333
9205,INSTITUTO GERWILL,1,1,BOGOTÁ,0.0,2.049382716049383,3.7160493827160495,54.32098765432099,3.814814814814815,8.0,26.91358024691358,74.07407407407408,74.07407407407408,61.72839506172839,225.7283950617284
9206,INSTITUTO GERWILL,1,1,CUNDINAMARCA,0.0,2.5714285714285716,3.857142857142857,71.42857142857143,3.0,9.857142857142858,33.57142857142857,85.71428571428571,57.14285714285714,85.71428571428571,211.57142857142858
9207,INSTITUTO GRAN COLOMBIANO JOSE MUTIS,1,1,NARIÑO,0.0,1.625,5.125,50.0,3.75,5.8125,16.25,68.75,37.5,68.75,224.3125
9208,INSTITUTO HUMANO LINGUISTICO WILLIAM SHAKESPEARE,1,1,ATLANTICO,0.0,1.9375,5.125,75.0,6.5625,8.25,35.625,81.25,43.75,43.75,226.875
9209,INSTITUTO HUMBOLDT,1,1,BOGOTÁ,0.0,3.0,2.7777777777777777,55.55555555555556,3.0,9.333333333333334,32.22222222222222,66.66666666666666,55.55555555555556,66.66666666666666,224.33333333333334
9210,INSTITUTO IBEROAMERICANO,1,1,BOLIVAR,0.8333333333333334,2.6083333333333334,3.716666666666667,65.83333333333333,5.45,10.325,37.083333333333336,86.66666666666667,81.66666666666667,54.166666666666664,245.33333333333334
9211,INSTITUTO IBEROLATINO DE EDUCACIÓN SAS INIDE,1,1,ANTIOQUIA,0.0,1.7674418604651163,3.604651162790698,30.23255813953488,3.697674418604651,6.976744186046512,19.186046511627907,53.48837209302325,41.86046511627907,83.72093023255815,189.93023255813952
9212,INSTITUTO INTEGRADO DE COMERCIO,0,1,SANTANDER,0.0,1.7559055118110236,4.0078740157480315,48.031496062992126,4.84251968503937,6.803149606299213,22.401574803149607,53.54330708661418,53.54330708661418,44.09448818897638,253.33070866141733
9213,INSTITUTO INTEGRADO DE COMERCIO CAMILO TORRES,0,1,SANTANDER,0.0,1.923913043478261,4.304347826086956,58.69565217391305,4.760869565217392,8.217391304347826,24.72826086956522,52.17391304347826,52.17391304347826,21.73913043478261,246.59782608695653
9214,INSTITUTO INTEGRADO DE COMERCIO EL HATILLO,0,0,SANTANDER,0.0,1.3846153846153846,3.769230769230769,30.76923076923077,3.4615384615384617,7.846153846153846,17.692307692307693,46.15384615384615,46.15384615384615,61.53846153846154,231.69230769230768
9215,INSTITUTO INTEGRADO FRANCISCO SERRANO MUÑOZ,0,1,SANTANDER,0.0,1.856060606060606,4.015151515151516,62.121212121212125,4.818181818181818,10.0,22.424242424242426,85.60606060606061,62.121212121212125,26.515151515151516,260.2651515151515
9216,INSTITUTO ISIDORO MIRANDA MORANTES,0,1,SANTANDER,7.6923076923076925,1.4615384615384615,5.153846153846154,69.23076923076923,5.769230769230769,7.153846153846154,33.84615384615385,53.84615384615385,46.15384615384615,61.53846153846154,303.7692307692308
9217,INSTITUTO ISOLINA DAZA,1,1,ATLANTICO,0.0,1.7272727272727273,4.636363636363637,81.81818181818183,5.454545454545454,12.272727272727273,27.272727272727273,81.81818181818183,72.72727272727273,36.36363636363637,222.63636363636363
9218,INSTITUTO JAIBANA,1,1,HUILA,0.0,1.5,3.8,15.0,3.6,6.0,23.75,40.0,50.0,55.00000000000001,196.4
9219,INSTITUTO JAIBANÁ DEL HUILA,1,1,HUILA,0.0,1.6,4.466666666666667,20.0,5.0,5.2,16.666666666666668,33.33333333333333,46.666666666666664,80.0,205.26666666666668
9220,INSTITUTO JEAN PIAGET,1,1,MAGDALENA,0.0,2.6666666666666665,3.5,100.0,5.0,14.5,22.916666666666668,100.0,66.66666666666666,8.333333333333332,248.33333333333334
9221,INSTITUTO JORGE TADEO LOZANO,1,1,META,0.0,1.8333333333333333,3.7777777777777777,44.44444444444444,4.333333333333333,8.0,21.666666666666668,50.0,66.66666666666666,77.77777777777779,208.16666666666666
9222,INSTITUTO JOSE CELESTINO MUTIS,1,1,HUILA,0.0,1.6363636363636365,3.409090909090909,65.9090909090909,3.8863636363636362,8.113636363636363,29.318181818181817,59.09090909090909,52.27272727272727,61.36363636363637,212.95454545454547
9223,INSTITUTO JOSE CELESTINO MUTIZ,1,1,HUILA,0.0,1.8305084745762712,3.7796610169491527,67.79661016949152,3.711864406779661,9.35593220338983,27.033898305084747,62.71186440677966,67.79661016949152,55.932203389830505,227.9322033898305
9224,INSTITUTO JOSE CESTINO MUTIS,1,1,NORTE SANTANDER,0.0,1.5833333333333333,4.583333333333333,33.33333333333333,3.875,6.75,14.791666666666666,25.0,29.166666666666668,87.5,206.54166666666666
9225,INSTITUTO JUAN PABLO II,1,1,BOGOTÁ,0.0,2.2666666666666666,3.4,46.666666666666664,3.8,7.4,17.666666666666668,80.0,46.666666666666664,60.0,201.06666666666666
9226,INSTITUTO JUAN XXIII,1,1,VALLE,71.42857142857143,2.7142857142857144,3.5714285714285716,78.57142857142857,6.642857142857143,9.428571428571429,29.642857142857142,92.85714285714286,64.28571428571429,35.714285714285715,261.07142857142856
9227,INSTITUTO KENNEDY LTDA,1,1,CUNDINAMARCA,0.0,2.619047619047619,3.5714285714285716,80.95238095238095,4.714285714285714,7.857142857142857,23.571428571428573,85.71428571428571,66.66666666666666,47.61904761904761,246.33333333333334
9228,INSTITUTO LA ANUNCIACION,1,1,BOGOTÁ,0.0,2.6774193548387095,3.5161290322580645,80.64516129032258,3.3870967741935485,11.612903225806452,40.0,100.0,83.87096774193549,16.129032258064516,284.741935483871
9229,INSTITUTO LA MILAGROSA,1,1,MAGDALENA,0.0,3.3548387096774195,3.838709677419355,93.54838709677419,7.548387096774194,12.387096774193548,37.096774193548384,96.7741935483871,77.41935483870968,16.129032258064516,298.51612903225805
9230,INSTITUTO LA NUEVA ESPERANZA,1,1,ATLANTICO,0.0,1.8205128205128205,4.128205128205129,69.23076923076923,4.076923076923077,7.615384615384615,27.564102564102566,51.28205128205128,48.717948717948715,35.8974358974359,207.94871794871796
9231,INSTITUTO LA RIVERA,1,1,VALLE,0.0,3.0303030303030303,3.727272727272727,81.81818181818183,4.818181818181818,10.636363636363637,34.54545454545455,93.93939393939394,81.81818181818183,42.42424242424242,223.5151515151515
9232,INSTITUTO LA SALLE,1,1,ATLANTICO,0.0,2.9572649572649574,3.786324786324786,96.58119658119658,5.384615384615385,14.025641025641026,40.55555555555556,99.14529914529915,82.05128205128204,9.401709401709402,303.5982905982906
9233,INSTITUTO LA TRINIDAD,1,1,ATLANTICO,0.0,2.4210526315789473,4.2631578947368425,94.73684210526315,4.105263157894737,10.105263157894736,28.42105263157895,78.94736842105263,63.1578947368421,21.052631578947366,205.26315789473685
9234,INSTITUTO LAS AMERICAS,1,1,MAGDALENA,0.0,2.6666666666666665,3.857142857142857,95.23809523809523,5.428571428571429,12.571428571428571,27.38095238095238,100.0,66.66666666666666,42.857142857142854,246.42857142857142
9235,INSTITUTO LAS FLORES,1,1,ATLANTICO,0.0,1.7777777777777777,4.111111111111111,44.44444444444444,5.666666666666667,7.0,27.77777777777778,77.77777777777779,44.44444444444444,44.44444444444444,180.44444444444446
9236,INSTITUTO LATINOAMERICANO,0,1,CALDAS,0.0,2.5384615384615383,3.8,67.6923076923077,4.015384615384615,10.8,28.23076923076923,86.15384615384616,66.15384615384615,30.76923076923077,251.36923076923077
9237,INSTITUTO LATINOAMERICANO,1,1,MAGDALENA,0.0,2.4545454545454546,3.727272727272727,90.9090909090909,7.363636363636363,14.454545454545455,36.81818181818182,90.9090909090909,72.72727272727273,0.0,238.72727272727272
9238,INSTITUTO LUIS CARLOS GALAN SARMIENTO DEL SUR,0,1,SANTANDER,0.0,1.8974358974358974,4.282051282051282,57.692307692307686,4.230769230769231,8.884615384615385,18.397435897435898,64.1025641025641,58.97435897435898,23.076923076923077,257.15384615384613
9239,INSTITUTO LUIS SANCHEZ PORTO,1,1,ATLANTICO,0.0,1.8571428571428572,4.642857142857143,78.57142857142857,6.857142857142857,12.214285714285714,27.678571428571427,89.28571428571429,64.28571428571429,17.857142857142858,240.39285714285714
9240,INSTITUTO MANUEL JOSE DEL CASTILLO,1,1,MAGDALENA,0.0,2.111111111111111,5.222222222222222,77.77777777777779,5.666666666666667,11.0,33.888888888888886,66.66666666666666,55.55555555555556,22.22222222222222,239.66666666666666
9241,INSTITUTO MARIA AUXILIADORA,1,1,VALLE,0.0,2.8518518518518516,3.5185185185185186,96.29629629629629,4.555555555555555,10.666666666666666,34.074074074074076,100.0,85.18518518518519,22.22222222222222,273.74074074074076
9242,INSTITUTO MARIA BERNARDA BUTLER,1,1,LA GUAJIRA,0.0,2.9,4.6,90.0,6.6,13.2,45.5,90.0,70.0,30.0,276.7
9243,INSTITUTO MARIA MONTESORI,1,1,MAGDALENA,0.0,2.4166666666666665,3.888888888888889,100.0,6.75,11.166666666666666,38.47222222222222,88.88888888888889,86.11111111111111,16.666666666666664,267.27777777777777
9244,INSTITUTO MARIA MONTESSORI,1,1,VALLE,0.0,2.5,4.0,100.0,1.5,10.0,64.16666666666667,100.0,83.33333333333334,16.666666666666664,267.3333333333333
9245,INSTITUTO MARIO LUIS RODRIGUEZ COBOS,1,1,CUNDINAMARCA,0.0,1.9767441860465116,4.069767441860465,65.11627906976744,4.116279069767442,8.651162790697674,26.74418604651163,79.06976744186046,76.74418604651163,69.76744186046511,227.93023255813952
9246,INSTITUTO MARISCAL JORGE ROBLEDO CARTAGO,1,1,VALLE,0.0,2.619047619047619,3.0,71.42857142857143,3.7142857142857144,13.0,26.19047619047619,95.23809523809523,76.19047619047619,33.33333333333333,215.38095238095238
9247,INSTITUTO MARMATOS SEDE 2,1,1,BOGOTÁ,0.0,1.5,5.666666666666667,66.66666666666666,6.0,14.0,37.5,100.0,83.33333333333334,16.666666666666664,274.8333333333333
9248,INSTITUTO MIDIA LEONOR CASTELLON DE SANCHEZ,1,1,MAGDALENA,0.0,2.75,5.5,87.5,3.375,14.25,41.875,100.0,75.0,37.5,225.125
9249,INSTITUTO MIGUEL SANCHEZ HINESTROZA,0,0,SANTANDER,0.0,1.8275862068965518,4.172413793103448,41.37931034482759,4.9655172413793105,8.379310344827585,19.482758620689655,65.51724137931035,65.51724137931035,51.724137931034484,245.6206896551724
9250,INSTITUTO MIXTO BILINGÜE PABLO VI,1,1,CAUCA,0.0,2.0,3.5,58.333333333333336,5.25,12.0,20.833333333333332,83.33333333333334,58.333333333333336,41.66666666666667,216.75
9251,INSTITUTO MIXTO CORAZON DE MARIA,1,1,MAGDALENA,9.090909090909092,2.6818181818181817,4.181818181818182,90.9090909090909,4.909090909090909,13.363636363636363,25.681818181818183,95.45454545454545,81.81818181818183,13.636363636363635,265.09090909090907
9252,INSTITUTO MIXTO DE CULTURA -IMDEC,1,1,CORDOBA,40.0,1.4,3.9,100.0,5.55,11.85,39.0,100.0,70.0,35.0,278.05
9253,INSTITUTO MIXTO LA CANDELARIA,1,1,ATLANTICO,0.0,2.2,4.866666666666666,33.33333333333333,6.4,7.8,21.333333333333332,60.0,60.0,26.666666666666668,203.93333333333334
9254,INSTITUTO MODERNO,1,1,VALLE,0.0,2.4,4.4,80.0,5.1,13.5,31.5,100.0,100.0,10.0,239.0
9255,INSTITUTO MODERNO DESEPAZ,1,1,VALLE,0.0,1.3333333333333333,3.5,91.66666666666666,8.25,10.75,35.416666666666664,91.66666666666666,66.66666666666666,25.0,264.5833333333333
9256,INSTITUTO MONSALVE NEWLOVE,1,1,ATLANTICO,0.0,1.53551912568306,4.409836065573771,72.6775956284153,5.639344262295082,9.524590163934427,21.010928961748633,66.66666666666666,50.81967213114754,20.76502732240437,235.3224043715847
9257,INSTITUTO MONSEÑOR ALFONSO DE LOS RIOS,0,0,CALDAS,0.0,1.5957446808510638,3.3404255319148937,55.319148936170215,3.9574468085106385,9.446808510638299,16.595744680851062,59.57446808510638,63.829787234042556,42.5531914893617,231.36170212765958
9258,INSTITUTO MUNDO CREATIVO,1,1,CAUCA,25.0,2.4166666666666665,3.6666666666666665,83.33333333333334,2.75,11.0,18.333333333333332,83.33333333333334,50.0,8.333333333333332,240.58333333333334
9259,INSTITUTO NACIONAL CENTRO DE SISTEMAS - SYSTEM CENTER,1,1,CESAR,0.0,2.0,4.6,60.0,4.2,7.8,37.0,60.0,40.0,100.0,200.4
9260,INSTITUTO NACIONAL DE ESTUDIOS INTEC,1,1,ANTIOQUIA,0.0,2.59375,3.5,65.625,3.75,10.875,21.40625,87.5,65.625,50.0,217.28125
9261,INSTITUTO NACIONAL DE PROMOCION SOCIAL,0,1,CUNDINAMARCA,0.0,1.7777777777777777,3.511111111111111,63.33333333333333,4.133333333333334,7.566666666666666,23.27777777777778,63.33333333333333,57.77777777777777,35.55555555555556,249.93333333333334
9262,INSTITUTO NACIONAL DE PROMOCION SOCIAL DE UBALA CUND.,0,0,CUNDINAMARCA,0.0,1.8181818181818181,3.727272727272727,54.54545454545454,4.909090909090909,6.954545454545454,30.0,63.63636363636363,50.0,36.36363636363637,243.86363636363637
9263,INSTITUTO NACIONAL DE SERVICIOS EDUCATIVOS (INSED),1,1,TOLIMA,0.0,2.52,3.88,80.0,4.2,12.96,31.0,92.0,72.0,52.0,245.36
9264,INSTITUTO NACIONAL DEL SABER INSA (ANTES GUZMABO),1,1,RISARALDA,0.0,3.2857142857142856,4.428571428571429,85.71428571428571,5.142857142857143,9.857142857142858,29.285714285714285,100.0,85.71428571428571,42.857142857142854,238.71428571428572
9265,INSTITUTO NACIONAL EBENEZER,1,1,VALLE,0.0,1.434782608695652,4.304347826086956,52.17391304347826,3.0,8.478260869565217,22.17391304347826,82.6086956521739,47.82608695652174,65.21739130434783,203.30434782608697
9266,INSTITUTO NACIONAL PSICOPEDAGOGICO ANDRES BELLO,1,1,CUNDINAMARCA,0.0,2.5238095238095237,3.8095238095238093,66.66666666666666,4.0,9.857142857142858,31.785714285714285,90.47619047619048,78.57142857142857,59.523809523809526,220.73809523809524
9267,INSTITUTO NOCTURNO JUVENTUD UNIDA,1,1,NORTE SANTANDER,0.0,1.6901408450704225,4.436619718309859,47.88732394366197,4.436619718309859,8.915492957746478,19.08450704225352,60.56338028169014,42.25352112676056,70.4225352112676,210.43661971830986
9268,INSTITUTO NUESTRA SEÑORA DEL ROSARIO,1,1,META,0.0,3.5,4.0,100.0,6.0,12.0,30.0,100.0,100.0,50.0,193.0
9269,INSTITUTO NUEVA COLOMBIA,1,1,PUTUMAYO,0.0,1.8,4.4,20.0,3.6,6.6,26.5,60.0,30.0,80.0,202.8
9270,INSTITUTO NUEVA ENSENANZA,1,1,MAGDALENA,0.0,3.0,3.5833333333333335,100.0,7.0,14.0,28.958333333333332,100.0,75.0,16.666666666666664,223.45833333333334
9271,INSTITUTO NUEVA ESPERANZA,1,1,CESAR,0.0,2.238095238095238,4.714285714285714,57.14285714285714,4.571428571428571,11.714285714285714,20.0,85.71428571428571,47.61904761904761,47.61904761904761,191.0952380952381
9272,INSTITUTO NUEVA ESPERANZA,1,1,MAGDALENA,0.0,2.5,4.363636363636363,72.72727272727273,6.0,11.454545454545455,27.045454545454547,95.45454545454545,68.18181818181817,27.27272727272727,198.9090909090909
9273,INSTITUTO NUEVO HORIZONTE,1,1,MAGDALENA,0.0,2.1818181818181817,4.636363636363637,54.54545454545454,3.5454545454545454,6.818181818181818,19.09090909090909,45.45454545454545,45.45454545454545,18.181818181818183,221.0
9274,INSTITUTO NUEVO MUNDO,1,1,CALDAS,0.0,2.4545454545454546,3.727272727272727,90.9090909090909,2.727272727272727,12.818181818181818,27.727272727272727,90.9090909090909,90.9090909090909,36.36363636363637,294.90909090909093
9275,INSTITUTO OSVALDO VERGARA FERNANDEZ,1,1,CESAR,0.0,2.4516129032258065,4.290322580645161,87.09677419354838,7.258064516129032,11.612903225806452,46.45161290322581,93.54838709677419,64.51612903225806,35.483870967741936,238.16129032258064
9276,INSTITUTO PABLO NERUDA,1,1,SANTANDER,0.0,2.0,3.4705882352941178,52.94117647058824,4.411764705882353,6.529411764705882,16.764705882352942,82.35294117647058,76.47058823529412,47.05882352941176,205.23529411764707
9277,INSTITUTO PARA ADULTOS SAN JERONIMO,1,1,CUNDINAMARCA,0.0,2.4516129032258065,3.193548387096774,61.29032258064516,4.935483870967742,8.419354838709678,22.903225806451612,70.96774193548387,80.64516129032258,80.64516129032258,213.58064516129033
9278,INSTITUTO PARA EL DESARROLLO DEL POTENCIAL HUMANO,1,1,LA GUAJIRA,0.0,2.3333333333333335,3.4444444444444446,100.0,6.5,11.666666666666666,45.27777777777778,88.88888888888889,77.77777777777779,33.33333333333333,280.3333333333333
9279,INSTITUTO PARA EL DESARROLLO ESTUDIANTIL DE SANTANDER  INDESA,1,1,SANTANDER,0.0,1.8,3.8,80.0,2.4,7.8,16.0,40.0,40.0,80.0,205.8
9280,INSTITUTO PARA LA CAPACITACIÓN SIMÓN RODRÍGUEZ,1,1,ATLANTICO,0.0,1.8669950738916257,4.379310344827586,67.98029556650246,4.640394088669951,9.576354679802956,21.20689655172414,60.09852216748769,54.679802955665025,43.34975369458128,206.27586206896552
9281,INSTITUTO PARROQUIAL NUESTRA SEÑORA DE LA PRESENTACION,1,1,ANTIOQUIA,0.0,2.1578947368421053,3.4210526315789473,89.47368421052632,5.2105263157894735,12.947368421052632,46.578947368421055,100.0,94.73684210526315,5.263157894736842,312.7368421052632
9282,INSTITUTO PEDAGOGICO ALFRED BINET,1,1,CUNDINAMARCA,0.0,2.75,4.0,50.0,3.0,16.5,33.75,75.0,75.0,50.0,223.25
9283,INSTITUTO PEDAGOGICO CRECER Y CONSTRUIR,1,1,SANTANDER,0.0,2.9,3.4,83.33333333333334,5.1,12.0,31.833333333333332,90.0,76.66666666666667,13.333333333333334,292.93333333333334
9284,INSTITUTO PEDAGOGICO DE COLOMBIA - INSPEDCOL,1,1,SANTANDER,0.0,1.5238095238095237,3.5714285714285716,47.61904761904761,2.7142857142857144,5.857142857142857,19.523809523809526,47.61904761904761,42.857142857142854,71.42857142857143,196.0
9285,INSTITUTO PEDAGOGICO DE COLOMBIA INSPEDCOL,1,1,SANTANDER,0.0,1.5,4.333333333333333,0.0,2.5,6.5,15.0,50.0,50.0,100.0,207.5
9286,INSTITUTO PEDAGOGICO DE COLOMBIA-INSPEDCOL,1,1,SANTANDER,0.0,1.8125,4.25,31.25,2.8125,6.9375,20.3125,43.75,50.0,84.375,205.53125
9287,INSTITUTO PEDAGOGICO DE LA COSTA,1,1,MAGDALENA,0.0,2.8333333333333335,4.066666666666666,96.66666666666667,6.9,12.8,34.0,100.0,86.66666666666667,16.666666666666664,271.03333333333336
9288,INSTITUTO PEDAGOGICO DE SOACHA,1,1,CUNDINAMARCA,0.0,2.1666666666666665,3.6666666666666665,66.66666666666666,4.5,13.5,39.166666666666664,100.0,83.33333333333334,33.33333333333333,258.0
